Play,Expert,Team,Name,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct,Odds,Units,Payout,Profit
A.Gomber o3.5 strikeouts,Rotowire Prizepicks,Colorado Rockies,A.Gomber,St Louis Cardinals,1.0,0.6206896551724138,1,0.8,1,0.8,1,100,1.5,3.0,1.5
J.Soto o1.5 Hits + Runs + RBIs,FirefighterBets,New York Yankees,J.Soto,Baltimore Orioles,1.0,0.5882352941176471,1,0.8,1,0.6,1,-115,1.0,1.869565217391304,0.8695652173913042
K.Schwarber o1.5 Hits + Runs + RBIs,FirefighterBets,Philadelphia Phillies,K.Schwarber,Chicago Cubs,1.0,0.541095890410959,1,0.8,1,0.7,1,-120,1.0,1.8333333333333333,0.8333333333333335
J.Flaherty o4.5 strikeouts,Rotowire,Los Angeles Dodgers,J.Flaherty,San Diego Padres,1.0,0.8888888888888888,1,0.8,1,0.8888888888888888,1,100,0.75,1.5,0.75
D.Cease u6.5 Ks,PropBetGuy,San Diego Padres,D.Cease,Los Angeles Dodgers,0.0,0.46875,0,0.8,1,0.8,1,-150,1.5,2.5,1.0
C.Mullins o0.5 hits+runs+rbi,Rotowire,Baltimore Orioles,C.Mullins,New York Yankees,0.0,0.6119402985074627,1,0.8,1,0.6,1,100,0.75,1.5,0.75
F.Tatis o1.5 Hits + Runs + RBIs,FirefighterBets,San Diego Padres,F.Tatis,Los Angeles Dodgers,0.0,0.6105263157894737,1,0.8,1,0.8,1,-110,1.0,1.9090909090909087,0.9090909090909092
W.Abreu o0.5 hits+runs+rbi,Rotowire,Boston Red Sox,W.Abreu,Toronto Blue Jays,0.0,0.6220472440944882,1,1.0,1,0.7,1,100,0.75,1.5,0.75
J.Junis o3.5 strikeouts,Rotowire Prizepicks,Cincinnati Reds,J.Junis,Cleveland Guardians,0.0,0.5,0,0.5,0,0.5,0,100,1.5,3.0,1.5
T.Soderstrom o0.5 hits+runs+rbi,Rotowire Prizepicks,Oakland Athletics,T.Soderstrom,Texas Rangers,1.0,0.5818181818181818,1,0.8,1,0.7,1,100,1.5,3.0,1.5
B.Basso o4.5 strikeouts,Rotowire Prizepicks,Oakland Athletics,B.Basso,Texas Rangers,1.0,0.6666666666666666,1,0.6666666666666666,1,0.6666666666666666,1,100,1.5,3.0,1.5
G.Conine o0.5 hits+runs+rbi,Rotowire,Miami Marlins,G.Conine,Minnesota Twins,0.0,0.48,0,0.6,1,0.4,0,100,0.75,1.5,0.75
C.Bradford o1.5 earned runs,Rotowire,Texas Rangers,C.Bradford,Oakland Athletics,0.0,0.5,0,0.4,0,0.5,0,100,0.75,1.5,0.75
