Play,Expert,Odds,Units,Name,Payout,Profit,Team,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
B.Witt o0.5 HR,Matt McCuen,310.0,0.1,B.Witt,0.41,0.3099999999999999,Kansas City Royals,Los Angeles Angels,1.0,0.1693548387096774,0.0,0.4,0.0,0.4,0.0
K.Harrison u5.5 strikeouts,Rotowire,100.0,0.75,K.Harrison,1.5,0.75,,,,,,,,,
D.Dunning u5.5 strikeouts,Rotowire,100.0,0.75,D.Dunning,1.5,0.75,,,,,,,,,
S.Lugo u5.5 strikeouts,Rotowire Prizepicks,100.0,1.5,S.Lugo,3.0,1.5,,,,,,,,,
J.Boyle u5.5 strikeouts,Rotowire Prizepicks,100.0,1.5,J.Boyle,3.0,1.5,,,,,,,,,
K.Harrison u5.5 strikeouts,Rotowire,,,K.Harrison,,,San Francisco Giants,Chicago White Sox,1.0,0.6666666666666666,1.0,0.4,0.0,0.7,1.0
C.Fulmer o2.5 strikeouts,Rotowire,,,C.Fulmer,,,Los Angeles Angels,Kansas City Royals,0.0,0.8333333333333334,1.0,0.8,1.0,0.8333333333333334,1.0
D.Dunning u5.5 strikeouts,Rotowire,,,D.Dunning,,,Texas Rangers,Pittsburgh Pirates,1.0,0.5384615384615384,1.0,0.6,1.0,0.6,1.0
S.Lugo u5.5 strikeouts,Rotowire Prizepicks,,,S.Lugo,,,Kansas City Royals,Los Angeles Angels,1.0,0.64,1.0,0.8,1.0,0.5,0.0
J.Boyle u5.5 strikeouts,Rotowire Prizepicks,,,J.Boyle,,,Oakland Athletics,Tampa Bay Rays,1.0,0.625,1.0,0.6,1.0,0.625,1.0
K.Harrison u5.5 strikeouts,Rotowire,100.0,0.75,K.Harrison,1.5,0.75,San Francisco Giants,Chicago White Sox,1.0,0.6666666666666666,1.0,0.4,0.0,0.7,1.0
C.Fulmer o2.5 strikeouts,Rotowire,100.0,0.75,C.Fulmer,1.5,0.75,Los Angeles Angels,Kansas City Royals,0.0,0.8333333333333334,1.0,0.8,1.0,0.8333333333333334,1.0
D.Dunning u5.5 strikeouts,Rotowire,100.0,0.75,D.Dunning,1.5,0.75,Texas Rangers,Pittsburgh Pirates,1.0,0.5384615384615384,1.0,0.6,1.0,0.6,1.0
S.Lugo u5.5 strikeouts,Rotowire Prizepicks,100.0,1.5,S.Lugo,3.0,1.5,Kansas City Royals,Los Angeles Angels,1.0,0.64,1.0,0.8,1.0,0.5,0.0
D.Dunning u5.5 Ks,SBK5065,-155.0,1.0,D.Dunning,1.6451612903225803,0.6451612903225805,Texas Rangers,Pittsburgh Pirates,1.0,0.5384615384615384,1.0,0.6,1.0,0.6,1.0
C.Fulmer u3.5 ks,Jason Radowitz,-184.0,1.0,C.Fulmer,1.5434782608695652,0.5434782608695652,Los Angeles Angels,Kansas City Royals,0.0,0.6666666666666666,1.0,0.8,1.0,0.6666666666666666,1.0
T.Houck u4.5 ks,Jason Radowitz,100.0,1.0,T.Houck,2.0,1.0,Boston Red Sox,Houston Astros,0.0,0.375,0.0,0.8,1.0,0.6,1.0
G.Stone u5.5 strikeouts,Rotowire,100.0,0.75,G.Stone,1.5,0.75,Los Angeles Dodgers,Seattle Mariners,1.0,0.6818181818181818,1.0,0.8,1.0,0.7,1.0
K.Gausman u5.5 strikeouts,Rotowire Prizepicks,100.0,1.5,K.Gausman,3.0,1.5,Toronto Blue Jays,Cincinnati Reds,1.0,0.5416666666666666,1.0,0.8,1.0,0.7,1.0
J.Boyle u5.5 strikeouts,Rotowire Prizepicks,100.0,1.5,J.Boyle,3.0,1.5,Oakland Athletics,Tampa Bay Rays,1.0,0.625,1.0,0.6,1.0,0.625,1.0
T.Casas o0.5 total bases,Rotowire Prizepicks,100.0,1.5,T.Casas,3.0,1.5,Boston Red Sox,Houston Astros,0.0,0.64,1.0,0.6,1.0,0.6,1.0
T.Casas o0.5 total bases,Rotowire Prizepicks,,,T.Casas,,,Boston Red Sox,Houston Astros,0.0,0.64,1.0,0.6,1.0,0.6,1.0
C.Fulmer u5.5 hits allowed,Rotowire,100.0,0.75,C.Fulmer,1.5,0.75,Los Angeles Angels,Kansas City Royals,0.0,0.8333333333333334,1.0,0.8,1.0,0.8333333333333334,1.0
Y.Kikuchi u16.5 Outs,PropBetGuy,-115.0,1.15,Y.Kikuchi,2.1499999999999995,0.9999999999999996,Houston Astros,Boston Red Sox,1.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0
G.Stone u16.5 Outs,PropBetGuy,-115.0,1.15,G.Stone,2.1499999999999995,0.9999999999999996,Los Angeles Dodgers,Seattle Mariners,1.0,0.5,0.0,0.8,1.0,0.7,1.0
K.Harrison u17.5 outs,Rotowire,100.0,0.75,K.Harrison,1.5,0.75,San Francisco Giants,Chicago White Sox,1.0,0.6190476190476191,1.0,0.8,1.0,0.7,1.0
B.Woo o15.5 Outs,Jort,-120.0,1.2,B.Woo,2.2,1.0000000000000002,Seattle Mariners,Los Angeles Dodgers,0.0,0.6428571428571429,1.0,0.8,1.0,0.6,1.0
V.Pasquantino o1.5 Hits + Runs + RBIs,MJCLocks,-130.0,1.3,V.Pasquantino,2.3,0.9999999999999998,Kansas City Royals,Los Angeles Angels,1.0,0.5583333333333333,1.0,0.8,1.0,0.6,1.0
K.Gausman u5.5 strikeouts,Rotowire,100.0,0.75,K.Gausman,1.5,0.75,Toronto Blue Jays,Cincinnati Reds,1.0,0.5416666666666666,1.0,0.8,1.0,0.7,1.0
J.Cannon o3.5 strikeouts,Rotowire,100.0,0.75,J.Cannon,1.5,0.75,Chicago White Sox,San Francisco Giants,0.0,0.5384615384615384,1.0,0.6,1.0,0.5,0.0
B.Woo o15.5 Outs,Markus_Markets,-114.0,1.0,B.Woo,1.8771929824561404,0.8771929824561404,Seattle Mariners,Los Angeles Dodgers,0.0,0.6428571428571429,1.0,0.8,1.0,0.6,1.0
D.Dunning u4.5 strikeouts,Rotowire Prizepicks,100.0,1.5,D.Dunning,3.0,1.5,Texas Rangers,Pittsburgh Pirates,1.0,0.4615384615384615,0.0,0.6,1.0,0.5,0.0
V.Pasquantino o1.5 Hits + Runs + RBIs,KyleJustBets,-150.0,1.0,V.Pasquantino,1.6666666666666663,0.6666666666666665,Kansas City Royals,Los Angeles Angels,1.0,0.5583333333333333,1.0,0.8,1.0,0.6,1.0
M.Vientos o1.5 Hits + Runs + RBIs,KyleJustBets,-150.0,1.0,M.Vientos,1.6666666666666663,0.6666666666666665,New York Mets,Baltimore Orioles,1.0,0.5066666666666667,1.0,0.8,1.0,0.5,0.0
J.Boyle o3.5 Hits Allowed,JBBets1,-135.0,1.0,J.Boyle,1.7407407407407407,0.7407407407407407,Oakland Athletics,Tampa Bay Rays,1.0,0.5,0.0,0.4,0.0,0.5,0.0
S.Lugo u2.5 Earned Runs,JBBets1,-165.0,1.0,S.Lugo,1.606060606060606,0.606060606060606,Kansas City Royals,Los Angeles Angels,1.0,0.68,1.0,0.4,0.0,0.6,1.0
T.Houck o4.5 strikeouts,Rotowire Prizepicks,100.0,1.5,T.Houck,3.0,1.5,Boston Red Sox,Houston Astros,0.0,0.625,1.0,0.2,0.0,0.4,0.0
M.Betts o1.5 Total Bases,theprophunter0_,100.0,1.5,M.Betts,3.0,1.5,Los Angeles Dodgers,Seattle Mariners,1.0,0.4285714285714285,0.0,0.4,0.0,0.4,0.0
C.Norby o0.5 hits+runs+rbi,Rotowire,100.0,0.75,C.Norby,1.5,0.75,Baltimore Orioles,New York Mets,0.0,0.5555555555555556,1.0,0.4,0.0,0.5555555555555556,1.0
B.Pfaadt u6.5 strikeouts,Rotowire,100.0,0.75,B.Pfaadt,1.5,0.75,Arizona Diamondbacks,Miami Marlins,0.0,0.625,1.0,0.6,1.0,0.7,1.0
Z.Matthews u3.5 strikeouts,Rotowire Prizepicks,100.0,1.5,Z.Matthews,3.0,1.5,Minnesota Twins,San Diego Padres,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M.Vargas o0.5 hits+runs+rbi,Rotowire,100.0,0.75,M.Vargas,1.5,0.75,Chicago White Sox,San Francisco Giants,0.0,0.5,0.0,0.6,1.0,0.6,1.0
B.Rooker o1.5 Hits + Runs + RBIs,theprophunter0_,110.0,1.0,B.Rooker,2.1,1.1,Oakland Athletics,Tampa Bay Rays,1.0,0.5794392523364486,1.0,0.8,1.0,0.7,1.0
B.Rooker o0.5 Runs Scored,sirlockselot_,140.0,2.0,B.Rooker,4.8,2.8,Oakland Athletics,Tampa Bay Rays,1.0,0.4392523364485981,0.0,0.6,1.0,0.5,0.0
D.Peterson u4.5 strikeouts,Rotowire,100.0,0.75,D.Peterson,1.5,0.75,New York Mets,Baltimore Orioles,1.0,0.5384615384615384,1.0,0.6,1.0,0.4,0.0
T.Rogers u3.5 strikeouts,Rotowire,100.0,0.75,T.Rogers,1.5,0.75,Baltimore Orioles,New York Mets,0.0,1.0,1.0,1.0,1.0,1.0,1.0
D.Peterson u4.5 strikeouts,Rotowire Prizepicks,100.0,1.5,D.Peterson,3.0,1.5,New York Mets,Baltimore Orioles,1.0,0.5384615384615384,1.0,0.6,1.0,0.4,0.0
T.Rogers u3.5 strikeouts,Rotowire Prizepicks,100.0,1.5,T.Rogers,3.0,1.5,Baltimore Orioles,New York Mets,0.0,1.0,1.0,1.0,1.0,1.0,1.0
J.Siri u1.5 total bases,Rotowire,100.0,0.75,J.Siri,1.5,0.75,Tampa Bay Rays,Oakland Athletics,0.0,0.73,1.0,1.0,1.0,0.8,1.0
B.Rooker o1.5 Total Bases,theprophunter0_,150.0,0.5,B.Rooker,1.25,0.75,Oakland Athletics,Tampa Bay Rays,1.0,0.5046728971962616,1.0,0.8,1.0,0.5,0.0
B.Rooker o3.5 Total Bases,theprophunter0_,370.0,0.27,B.Rooker,1.269,0.999,Oakland Athletics,Tampa Bay Rays,1.0,0.2710280373831775,0.0,0.2,0.0,0.2,0.0
S.Perez o1.5 Total Bases,theprophunter0_,-110.0,1.1,S.Perez,2.1,1.0,Kansas City Royals,Los Angeles Angels,1.0,0.4214876033057851,0.0,0.4,0.0,0.3,0.0
M.Vientos o1.5 Total Bases,theprophunter0_,-105.0,1.05,M.Vientos,2.05,0.9999999999999998,New York Mets,Baltimore Orioles,1.0,0.48,0.0,0.6,1.0,0.5,0.0
M.Betts o3.5 Total Bases,theprophunter0_,350.0,0.5,M.Betts,2.25,1.75,Los Angeles Dodgers,Seattle Mariners,1.0,0.2207792207792207,0.0,0.2,0.0,0.2,0.0
P.Alonso o0.5 RBI,charliedisturco,160.0,0.5,P.Alonso,1.3,0.8,New York Mets,Baltimore Orioles,1.0,0.3225806451612903,0.0,0.4,0.0,0.4,0.0
J.Cannon u16.5 outs,Rotowire Prizepicks,100.0,1.5,J.Cannon,3.0,1.5,Chicago White Sox,San Francisco Giants,0.0,0.3846153846153846,0.0,0.2,0.0,0.2,0.0
M.King u6.5 strikeouts,Rotowire Prizepicks,100.0,1.5,M.King,3.0,1.5,San Diego Padres,Minnesota Twins,1.0,0.5652173913043478,1.0,0.2,0.0,0.4,0.0
T.Walls o0.5 total bases,Rotowire Prizepicks,100.0,1.5,T.Walls,3.0,1.5,Tampa Bay Rays,Oakland Athletics,0.0,0.3958333333333333,0.0,0.8,1.0,0.6,1.0
M.King o6.5 strikeouts,Rotowire,100.0,0.75,M.King,1.5,0.75,San Diego Padres,Minnesota Twins,1.0,0.4347826086956521,0.0,0.8,1.0,0.6,1.0
K.Harrison u4.5 strikeouts,Rotowire Prizepicks,100.0,1.5,K.Harrison,3.0,1.5,San Francisco Giants,Chicago White Sox,1.0,0.4285714285714285,0.0,0.4,0.0,0.5,0.0
