Play,Expert,Odds,Units,Name,Payout,Profit,Team,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
O.Bido o4.5 Ks,KyleJustBets,-135,1.0,O.Bido,1.7407407407407407,0.7407407407407407,Oakland Athletics,Cincinnati Reds,0.0,0.8571428571428571,1.0,1.0,1.0,0.8571428571428571,1.0
D.Festa o1.5 earned runs,Rotowire Prizepicks,100,1.5,D.Festa,3.0,1.5,Minnesota Twins,Atlanta Braves,1.0,0.7142857142857143,1.0,0.6,1.0,0.7142857142857143,1.0
R.Greene o1.5 Hits + Runs + RBIs,ThePropfessor_,-125,1.25,R.Greene,2.25,1.0,Detroit Tigers,Los Angeles Angels,1.0,0.5277777777777778,1.0,1.0,1.0,0.5,0.0
M.Toglia o1.5 hits+runs+rbi,Rotowire,100,0.75,M.Toglia,1.5,0.75,Colorado Rockies,Miami Marlins,1.0,0.5,0.0,0.4,0.0,0.5,0.0
J.Merrill o1.5 Total Bases,theprophunter0_,110,1.0,J.Merrill,2.1,1.1,San Diego Padres,St Louis Cardinals,0.0,0.432,0.0,0.6,1.0,0.6,1.0
J.Chourio o1.5 hits+runs+rbi,Rotowire,100,0.75,J.Chourio,1.5,0.75,Milwaukee Brewers,San Francisco Giants,1.0,0.5350877192982456,1.0,0.6,1.0,0.4,0.0
S.Ohtani o1.5 Total Bases,theprophunter0_,105,1.0,S.Ohtani,2.05,1.0499999999999998,Los Angeles Dodgers,Baltimore Orioles,1.0,0.5511811023622047,1.0,0.6,1.0,0.6,1.0
F.Lindor o1.5 Total Bases,charliedisturco,-103,0.52,F.Lindor,1.0248543689320389,0.5048543689320388,New York Mets,Arizona Diamondbacks,0.0,0.4621212121212121,0.0,0.8,1.0,0.7,1.0
A.Pallante o1.5 walks allowed,Rotowire,100,0.75,A.Pallante,1.5,0.75,St Louis Cardinals,San Diego Padres,1.0,0.7142857142857143,1.0,1.0,1.0,0.8,1.0
C.Carroll o1.5 hits+runs+rbi,Rotowire,100,0.75,C.Carroll,1.5,0.75,Arizona Diamondbacks,New York Mets,1.0,0.552,1.0,0.8,1.0,0.7,1.0
L.Gurriel o1.5 hits+runs+rbi,Rotowire Prizepicks,100,1.5,L.Gurriel,3.0,1.5,Arizona Diamondbacks,New York Mets,1.0,0.6,1.0,0.6,1.0,0.7,1.0
C.Cowser o1.5 hits+runs+rbi,Rotowire Prizepicks,100,1.5,C.Cowser,3.0,1.5,Baltimore Orioles,Los Angeles Dodgers,0.0,0.4918032786885246,0.0,0.4,0.0,0.4,0.0
F.Peralta u7.5 Ks,PropBetGuy,-136,1.36,F.Peralta,2.3600000000000003,1.0000000000000002,Milwaukee Brewers,San Francisco Giants,1.0,0.7307692307692307,1.0,1.0,1.0,0.8,1.0
W.Buehler u3.5 strikeouts,Rotowire Prizepicks,100,1.5,W.Buehler,3.0,1.5,Los Angeles Dodgers,Baltimore Orioles,1.0,0.6,1.0,1.0,1.0,0.6,1.0
B.Harper o0.5 total bases,Rotowire,100,0.75,B.Harper,1.5,0.75,Philadelphia Phillies,Houston Astros,1.0,0.6724137931034483,1.0,1.0,1.0,0.6,1.0
