Play,Expert,Team,Name,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct,Odds,Units,Payout,Profit
S.Ohtani o1.5 Total Bases,theprophunter0_,Los Angeles Dodgers,S.Ohtani,Arizona Diamondbacks,0.0,0.553030303030303,1,0.6,1,0.6,1,-105,1.05,2.05,0.9999999999999998
M.Busch o0.5 total bases,Rotowire Prizepicks,Chicago Cubs,M.Busch,Pittsburgh Pirates,1.0,0.5793650793650794,1,0.6,1,0.5,0,100,1.5,3.0,1.5
B.Witt o1.5 Total Bases,theprophunter0_,Kansas City Royals,B.Witt,Cleveland Guardians,1.0,0.0072463768115942,0,0.0,0,0.0,0,-115,1.15,2.1499999999999995,0.9999999999999996
M.Amaya o0.5 hits+runs+rbi,Rotowire,Chicago Cubs,M.Amaya,Pittsburgh Pirates,1.0,0.6404494382022472,1,0.6,1,0.6,1,100,0.75,1.5,0.75
V.Robles o0.5 hits+runs+rbi,Rotowire,Seattle Mariners,V.Robles,Oakland Athletics,0.0,0.68,1,1.0,1,0.8,1,100,0.75,1.5,0.75
B.Bello o5.5 strikeouts,Rotowire Prizepicks,Boston Red Sox,B.Bello,New York Mets,0.0,0.52,1,0.6,1,0.6,1,100,1.5,3.0,1.5
M.Busch o0.5 hits+runs+rbi,Rotowire,Chicago Cubs,M.Busch,Pittsburgh Pirates,1.0,0.6587301587301587,1,0.8,1,0.6,1,100,0.75,1.5,0.75
O.Cruz o1.5 hits+runs+rbi,Rotowire Prizepicks,Pittsburgh Pirates,O.Cruz,Chicago Cubs,0.0,0.4918032786885246,0,0.8,1,0.8,1,100,1.5,3.0,1.5
G.Stanton o1.5 total bases,Rotowire,New York Yankees,G.Stanton,Texas Rangers,0.0,0.4574468085106383,0,0.6,1,0.6,1,100,0.75,1.5,0.75
A.Judge o1.5 total bases,Rotowire Prizepicks,New York Yankees,A.Judge,Texas Rangers,0.0,0.5185185185185185,1,0.2,0,0.4,0,100,1.5,3.0,1.5
G.Torres o1.5 hits+runs+rbi,Rotowire,New York Yankees,G.Torres,Texas Rangers,0.0,0.4923076923076923,0,0.4,0,0.5,0,100,0.75,1.5,0.75
J.Chisholm o1.5 hits+runs+rbi,Rotowire Prizepicks,New York Yankees,J.Chisholm,Texas Rangers,0.0,0.6956521739130435,1,0.8,1,0.7,1,100,1.5,3.0,1.5
