Play,Expert,Team,Name,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct,Odds,Units,Payout,Profit
J.Cannon o15.5 outs,Rotowire,Chicago White Sox,J.Cannon,Baltimore Orioles,0.0,0.5625,1,0.4,0,0.7,1,100,0.75,1.5,0.75
F.Alvarez o0.5 hits+runs+rbi,Rotowire,New York Mets,F.Alvarez,Boston Red Sox,1.0,0.6805555555555556,1,0.8,1,0.6,1,100,0.75,1.5,0.75
M.Harris o2.5 Hits + Runs + RBIs,PlayerPropSavant,Atlanta Braves,M.Harris,Colorado Rockies,1.0,0.2790697674418604,0,0.4,0,0.3,0,120,1.0,2.2,1.2000000000000002
M.Amaya o0.5 hits+runs+rbi,Rotowire,Chicago Cubs,M.Amaya,Pittsburgh Pirates,1.0,0.6333333333333333,1,0.6,1,0.6,1,100,0.75,1.5,0.75
G.Kirby u6.5 Ks,ThePropfessor_,Seattle Mariners,G.Kirby,Oakland Athletics,0.0,0.6428571428571429,1,0.8,1,0.6,1,-130,1.3,2.3,0.9999999999999998
C.Wong o0.5 hits+runs+rbi,Rotowire,Boston Red Sox,C.Wong,New York Mets,0.0,0.7523809523809524,1,0.6,1,0.6,1,100,0.75,1.5,0.75
S.Imanaga o6.5 Ks,PropBetGuy,Chicago Cubs,S.Imanaga,Pittsburgh Pirates,1.0,0.48,0,0.4,0,0.5,0,115,1.0,2.15,1.15
S.Gray o5.5 strikeouts,Rotowire,St Louis Cardinals,S.Gray,Milwaukee Brewers,0.0,0.84,1,0.8,1,0.9,1,100,0.75,1.5,0.75
N.Martinez u1.5 BB,SBK5065,Cincinnati Reds,N.Martinez,Houston Astros,1.0,0.9090909090909092,1,0.8,1,0.9,1,-155,1.0,1.6451612903225803,0.6451612903225805
F.Freeman o1.5 Total Bases,theprophunter0_,Los Angeles Dodgers,F.Freeman,Los Angeles Angels,0.0,0.488,0,0.8,1,0.6,1,-110,1.1,2.1,1.0
A.Bregman o1.5 Total Bases,theprophunter0_,Houston Astros,A.Bregman,Cincinnati Reds,0.0,0.424,0,0.6,1,0.4,0,-105,1.05,2.05,0.9999999999999998
J.Merrill o1.5 Total Bases,theprophunter0_,San Diego Padres,J.Merrill,Detroit Tigers,1.0,0.4427480916030534,0,0.8,1,0.7,1,110,1.0,2.1,1.1
L.Butler o1.5 Total Bases,theprophunter0_,Oakland Athletics,L.Butler,Seattle Mariners,1.0,0.3737373737373737,0,0.8,1,0.7,1,120,1.0,2.2,1.2000000000000002
A.Santander o1.5 Total Bases,theprophunter0_,Baltimore Orioles,A.Santander,Chicago White Sox,1.0,0.4552238805970149,0,0.8,1,0.5,0,120,1.0,2.2,1.2000000000000002
R.O'Hearn o1.5 hits+runs+rbi,Rotowire,Baltimore Orioles,R.O'Hearn,Chicago White Sox,1.0,0.5166666666666667,1,0.8,1,0.6,1,100,0.75,1.5,0.75
J.Triolo o0.5 hits+runs+rbi,Rotowire,Pittsburgh Pirates,J.Triolo,Chicago Cubs,0.0,0.6326530612244898,1,0.8,1,0.7,1,100,0.75,1.5,0.75
