Play,Expert,Team,Name,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct,Odds,Units,Payout,Profit
J.Kochanowicz u3.5 Ks,MoneylineHacks,Los Angeles Angels,J.Kochanowicz,Chicago White Sox,1.0,0.75,1,0.8,1,0.75,1,-130,1.0,1.7692307692307692,0.7692307692307692
J.Steele o5.5 Ks,sandyplashkes,Chicago Cubs,J.Steele,Oakland Athletics,1.0,0.5909090909090909,1,0.8,1,0.7,1,-106,1.06,2.06,1.0
N.Hoerner o0.5 total bases,Rotowire,Chicago Cubs,N.Hoerner,Oakland Athletics,1.0,0.6618705035971223,1,1.0,1,0.7,1,100,0.75,1.5,0.75
N.Lopez o0.5 total bases,Rotowire,Chicago White Sox,N.Lopez,Los Angeles Angels,0.0,0.603448275862069,1,1.0,1,0.8,1,100,0.75,1.5,0.75
S.Schwellenbach o5.5 Ks,FirefighterBets,Atlanta Braves,S.Schwellenbach,Cincinnati Reds,0.0,0.6666666666666666,1,0.6,1,0.8,1,-110,1.0,1.9090909090909087,0.9090909090909092
D.Swanson o1.5 Hits + Runs + RBIs,FirefighterBets,Chicago Cubs,D.Swanson,Oakland Athletics,1.0,0.4748201438848921,0,0.6,1,0.6,1,-110,1.0,1.9090909090909087,0.9090909090909092
W.Contreras o1.5 Hits + Runs + RBIs,FirefighterBets,Milwaukee Brewers,W.Contreras,Philadelphia Phillies,1.0,0.589041095890411,1,0.6,1,0.7,1,-115,1.0,1.869565217391304,0.8695652173913042
J.Steele o5.5 Ks,FirefighterBets,Chicago Cubs,J.Steele,Oakland Athletics,1.0,0.5909090909090909,1,0.8,1,0.7,1,-115,1.0,1.869565217391304,0.8695652173913042
B.Miller o4.5 strikeouts,Rotowire,Los Angeles Dodgers,B.Miller,Miami Marlins,0.0,0.2307692307692307,0,0.4,0,0.2,0,100,0.75,1.5,0.75
D.Cease u18.5 Outs,SBK5065,San Diego Padres,D.Cease,Houston Astros,1.0,0.7096774193548387,1,0.8,1,0.8,1,-165,1.5,2.409090909090909,0.9090909090909092
J.Adams o0.5 hits+runs+rbi,Rotowire,Los Angeles Angels,J.Adams,Chicago White Sox,1.0,0.75,1,0.8,1,0.75,1,100,0.75,1.5,0.75
D.Herz o4.5 strikeouts,Rotowire,Washington Nationals,D.Herz,New York Mets,0.0,0.7058823529411765,1,1.0,1,0.8,1,100,0.75,1.5,0.75
D.Millas o0.5 hits+runs+rbi,Rotowire,Washington Nationals,D.Millas,New York Mets,0.0,0.5714285714285714,1,0.8,1,0.7,1,100,0.75,1.5,0.75
F.Alvarez o0.5 hits+runs+rbi,Rotowire,New York Mets,F.Alvarez,Washington Nationals,1.0,0.6707317073170732,1,0.6,1,0.6,1,100,0.75,1.5,0.75
J.Iglesias o1.5 hits+runs+rbi,Rotowire Prizepicks,New York Mets,J.Iglesias,Washington Nationals,1.0,0.5625,1,0.8,1,0.7,1,100,1.5,3.0,1.5
B.Marsh o0.5 hits+runs+rbi,Rotowire,Philadelphia Phillies,B.Marsh,Milwaukee Brewers,0.0,0.656,1,0.8,1,0.8,1,100,0.75,1.5,0.75
N.Yorke o0.5 hits+runs+rbi,Rotowire,Pittsburgh Pirates,N.Yorke,St Louis Cardinals,0.0,0.5,0,0.5,0,0.5,0,100,0.75,1.5,0.75
G.Torres o1.5 hits+runs+rbi,Rotowire Prizepicks,New York Yankees,G.Torres,Seattle Mariners,0.0,0.5277777777777778,1,1.0,1,0.8,1,100,1.5,3.0,1.5
M.Garver o0.5 total bases,Rotowire Prizepicks,Seattle Mariners,M.Garver,New York Yankees,1.0,0.4018691588785046,0,0.6,1,0.4,0,100,1.5,3.0,1.5
G.Torres o0.5 hits,Rotowire,New York Yankees,G.Torres,Seattle Mariners,0.0,0.7152777777777778,1,1.0,1,0.9,1,100,0.75,1.5,0.75
J.Aguiar u3.5 strikeouts,Rotowire,Cincinnati Reds,J.Aguiar,Atlanta Braves,1.0,0.6666666666666666,1,0.6,1,0.6666666666666666,1,100,0.75,1.5,0.75
K.Farmer o0.5 hits+runs+rbi,Rotowire,Minnesota Twins,K.Farmer,Cleveland Guardians,0.0,0.4767441860465116,0,0.8,1,0.9,1,100,0.75,1.5,0.75
