Play,Expert,Team,Name,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct,Odds,Units,Payout,Profit
A.Heaney u15.5 Outs,JBBets1,Texas Rangers,A.Heaney,New York Yankees,1.0,0.64,1,0.8,1,0.7,1,-165,1.0,1.606060606060606,0.606060606060606
C.Povich o1.5 earned runs,Rotowire,Baltimore Orioles,C.Povich,Chicago White Sox,1.0,0.8181818181818182,1,1.0,1,0.8,1,100,0.75,1.5,0.75
D.Festa u6.5 Ks,GreenDotDaily,Minnesota Twins,D.Festa,Tampa Bay Rays,0.0,0.75,1,0.6,1,0.75,1,-160,1.0,1.625,0.625
T.Bibee u5.5 Ks,PropBetGuy,Cleveland Guardians,T.Bibee,Kansas City Royals,0.0,0.4230769230769231,0,0.4,0,0.5,0,-138,1.38,2.38,1.0
F.Lindor o1.5 hits+runs+rbi,Rotowire Prizepicks,New York Mets,F.Lindor,Boston Red Sox,1.0,0.572463768115942,1,1.0,1,0.7,1,100,1.5,3.0,1.5
J.Naylor o0.5 HR,charliedisturco,Cleveland Guardians,J.Naylor,Kansas City Royals,0.0,0.2093023255813953,0,0.2,0,0.2,0,625,0.15,1.0875,0.9375
P.Corbin o0.5 Outs,PropBetGuy,Washington Nationals,P.Corbin,Miami Marlins,0.0,1.0,1,1.0,1,1.0,1,-104,1.04,2.04,1.0
J.Naylor o1.5 Total Bases,moneybadger24_,Cleveland Guardians,J.Naylor,Kansas City Royals,0.0,0.4186046511627907,0,1.0,1,0.6,1,120,1.0,2.2,1.2000000000000002
B.Singer o4.5 strikeouts,Rotowire Prizepicks,Kansas City Royals,B.Singer,Cleveland Guardians,1.0,0.6296296296296297,1,1.0,1,0.8,1,100,1.5,3.0,1.5
V.Guerrero o1.5 Total Bases,theprophunter0_,Toronto Blue Jays,V.Guerrero,Philadelphia Phillies,1.0,0.0,0,0.0,0,0.0,0,105,1.0,2.05,1.0499999999999998
J.Burger o1.5 Total Bases,theprophunter0_,Miami Marlins,J.Burger,Washington Nationals,1.0,0.4375,0,0.4,0,0.4,0,-110,1.1,2.1,1.0
D.Peterson o1.5 earned runs,Rotowire,New York Mets,D.Peterson,Boston Red Sox,1.0,0.6875,1,0.4,0,0.6,1,100,0.75,1.5,0.75
S.Ohtani o1.5 Total Bases,theprophunter0_,Los Angeles Dodgers,S.Ohtani,Los Angeles Angels,0.0,0.556390977443609,1,0.6,1,0.7,1,-110,1.1,2.1,1.0
M.Olson o1.5 Total Bases,theprophunter0_,Atlanta Braves,M.Olson,Colorado Rockies,1.0,0.364963503649635,0,0.6,1,0.7,1,120,1.0,2.2,1.2000000000000002
J.Chisholm o1.5 Hits + Runs + RBIs,theprophunter0_,New York Yankees,J.Chisholm,Texas Rangers,0.0,0.7083333333333334,1,0.8,1,0.7,1,-105,1.05,2.05,0.9999999999999998
J.Chourio o1.5 Hits + Runs + RBIs,PlayerPropSavant,Milwaukee Brewers,J.Chourio,St Louis Cardinals,1.0,0.55,1,0.8,1,0.8,1,-137,1.37,2.37,1.0
J.Ortiz o0.5 hits+runs+rbi,Rotowire,Milwaukee Brewers,J.Ortiz,St Louis Cardinals,1.0,0.6814159292035398,1,0.6,1,0.4,0,100,0.75,1.5,0.75
W.Buehler o4.5 hits allowed,Rotowire,Los Angeles Dodgers,W.Buehler,Los Angeles Angels,0.0,0.8181818181818182,1,0.8,1,0.8,1,100,0.75,1.5,0.75
J.Wilson o0.5 hits+runs+rbi,Rotowire,Oakland Athletics,J.Wilson,Seattle Mariners,1.0,0.8333333333333334,1,0.8,1,0.8333333333333334,1,100,0.75,1.5,0.75
