Play,Expert,Team,Name,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct,Odds,Units,Payout,Profit
C.Bassitt u18.5 Outs,SBK5065,Toronto Blue Jays,C.Bassitt,New York Mets,1.0,0.6785714285714286,1,0.8,1,0.7,1,-199,1.0,1.5025125628140703,0.5025125628140703
A.Judge o0.5 Runs Scored,MJCLocks,New York Yankees,A.Judge,Kansas City Royals,1.0,0.5633802816901409,1,0.6,1,0.6,1,-120,1.2,2.2,1.0000000000000002
D.Peterson o4.5 Ks,FirefighterBets,New York Mets,D.Peterson,Toronto Blue Jays,0.0,0.4705882352941176,0,0.4,0,0.5,0,-130,1.0,1.7692307692307692,0.7692307692307692
F.Lindor o1.5 Total Bases,FirefighterBets,New York Mets,F.Lindor,Toronto Blue Jays,0.0,0.4652777777777778,0,0.2,0,0.5,0,100,1.0,2.0,1.0
Y.Diaz o1.5 Total Bases,FirefighterBets,Tampa Bay Rays,Y.Diaz,Philadelphia Phillies,0.0,0.3969465648854962,0,0.8,1,0.6,1,105,1.0,2.05,1.0499999999999998
B.Harper o1.5 Hits + Runs + RBIs,FirefighterBets,Philadelphia Phillies,B.Harper,Tampa Bay Rays,1.0,0.53125,1,0.6,1,0.6,1,-112,1.0,1.8928571428571428,0.8928571428571428
L.Arraez o1.5 Hits + Runs + RBIs,FirefighterBets,San Diego Padres,L.Arraez,Seattle Mariners,0.0,0.6176470588235294,1,0.8,1,0.7,1,-122,1.0,1.819672131147541,0.819672131147541
A.Bregman o1.5 Hits + Runs + RBIs,FirefighterBets,Houston Astros,A.Bregman,Oakland Athletics,1.0,0.5736434108527132,1,0.6,1,0.6,1,-120,1.0,1.8333333333333333,0.8333333333333335
J.McCarthy o1.5 Hits + Runs + RBIs,FirefighterBets,Arizona Diamondbacks,J.McCarthy,Texas Rangers,1.0,0.5135135135135135,1,0.4,0,0.6,1,-125,1.0,1.8,0.8
D.Swanson o1.5 Hits + Runs + RBIs,FirefighterBets,Chicago Cubs,D.Swanson,Los Angeles Dodgers,0.0,0.4696969696969697,0,0.6,1,0.7,1,127,1.0,2.27,1.27
D.Peterson o4.5 Ks,LinesAtLunch,New York Mets,D.Peterson,Toronto Blue Jays,0.0,0.4705882352941176,0,0.4,0,0.5,0,-135,1.35,2.35,1.0
S.Arrighetti o6.5 Ks,LinesAtLunch,Houston Astros,S.Arrighetti,Oakland Athletics,1.0,0.36,0,0.4,0,0.5,0,-134,1.34,2.34,0.9999999999999998
A.Civale u2.5 BB,SBK5065,Milwaukee Brewers,A.Civale,San Francisco Giants,0.0,0.7,1,0.8,1,0.7,1,-200,1.0,1.5,0.5
Y.Diaz o1.5 Total Bases,LinesAtLunch,Tampa Bay Rays,Y.Diaz,Philadelphia Phillies,0.0,0.3969465648854962,0,0.8,1,0.6,1,-105,1.05,2.05,0.9999999999999998
D.Peterson u17.5 Outs,LinesAtLunch,New York Mets,D.Peterson,Toronto Blue Jays,0.0,0.4117647058823529,0,0.0,0,0.3,0,104,1.0,2.04,1.04
A.Suarez o15.5 Outs,sirlockselot_,Baltimore Orioles,A.Suarez,Boston Red Sox,0.0,0.45,0,0.8,1,0.5,0,120,2.0,4.4,2.4000000000000004
A.Suarez u2.5 BB,Markus_Markets,Baltimore Orioles,A.Suarez,Boston Red Sox,0.0,0.8,1,1.0,1,0.9,1,-165,1.0,1.606060606060606,0.606060606060606
L.Arraez o1.5 hits+runs+rbi,Rotowire Prizepicks,San Diego Padres,L.Arraez,Seattle Mariners,0.0,0.6176470588235294,1,0.8,1,0.7,1,100,1.5,3.0,1.5
M.Stroman u16.5 Outs,PropBetGuy,New York Yankees,M.Stroman,Kansas City Royals,1.0,0.5925925925925926,1,0.6,1,0.8,1,-110,1.1,2.1,1.0
Y.Darvish o3.5 hits allowed,Rotowire Prizepicks,San Diego Padres,Y.Darvish,Seattle Mariners,0.0,0.6363636363636364,1,0.6,1,0.6,1,100,1.5,3.0,1.5
A.Civale u2.5 Earned Runs,PlayerPropSavant,Milwaukee Brewers,A.Civale,San Francisco Giants,0.0,0.5,0,0.6,1,0.5,0,-135,1.35,2.35,1.0
G.Henderson o1.5 Total Bases,theprophunter0_,Baltimore Orioles,G.Henderson,Boston Red Sox,0.0,0.4615384615384615,0,0.6,1,0.6,1,-120,1.2,2.2,1.0000000000000002
R.Lopez o5.5 Ks,PropBetGuy,Atlanta Braves,R.Lopez,Washington Nationals,0.0,0.6086956521739131,1,0.8,1,0.6,1,-123,1.23,2.23,1.0
K.Carpenter o1.5 Total Bases,FirefighterBets,Detroit Tigers,K.Carpenter,Colorado Rockies,1.0,0.3857142857142857,0,0.6,1,0.5,0,120,1.0,2.2,1.2000000000000002
A.Judge o1.5 Total Bases,charliedisturco,New York Yankees,A.Judge,Kansas City Royals,1.0,0.5140845070422535,1,0.4,0,0.3,0,104,0.25,0.51,0.26
S.Ohtani o1.5 Total Bases,theprophunter0_,Los Angeles Dodgers,S.Ohtani,Chicago Cubs,1.0,0.5611510791366906,1,0.6,1,0.7,1,100,1.0,2.0,1.0
F.Lindor o1.5 Total Bases,charliedisturco,New York Mets,F.Lindor,Toronto Blue Jays,0.0,0.4652777777777778,0,0.2,0,0.5,0,100,0.25,0.5,0.25
B.Harper o1.5 Total Bases,charliedisturco,Philadelphia Phillies,B.Harper,Tampa Bay Rays,1.0,0.421875,0,0.4,0,0.5,0,132,0.25,0.5800000000000001,0.33
M.Machado o1.5 Total Bases,theprophunter0_,San Diego Padres,M.Machado,Seattle Mariners,0.0,0.417910447761194,0,0.4,0,0.3,0,115,1.0,2.15,1.15
S.Ohtani o1.5 hits+runs+rbi,Rotowire Prizepicks,Los Angeles Dodgers,S.Ohtani,Chicago Cubs,1.0,0.6258992805755396,1,0.6,1,0.7,1,100,1.5,3.0,1.5
W.Adames o0.5 total bases,Rotowire,Milwaukee Brewers,W.Adames,San Francisco Giants,0.0,0.6363636363636364,1,0.4,0,0.7,1,100,0.75,1.5,0.75
G.Kirby o1.5 earned runs,Rotowire,Seattle Mariners,G.Kirby,San Diego Padres,1.0,0.5862068965517241,1,1.0,1,0.7,1,100,0.75,1.5,0.75
C.Abrams o0.5 hits+runs+rbi,Rotowire,Washington Nationals,C.Abrams,Atlanta Braves,1.0,0.6923076923076923,1,0.6,1,0.5,0,100,0.75,1.5,0.75
S.Imanaga o4.5 strikeouts,Rotowire,Chicago Cubs,S.Imanaga,Los Angeles Dodgers,0.0,0.6923076923076923,1,0.6,1,0.7,1,100,0.75,1.5,0.75
